Date	Power	Temp
2/1/2005	207.572	39.28571429
2/1/2005	196.065	40.85714286
2/1/2005	185.745	42.42857143
2/1/2005	176.879	43.42857143
2/1/2005	177.433	43.85714286
2/1/2005	178.123	43.28571429
2/1/2005	202.931	41
2/1/2005	242.606	38.42857143
2/1/2005	273.503	36.28571429
2/1/2005	278.192	33.71428571
2/1/2005	270.369	32
2/1/2005	247.001	31.28571429
2/1/2005	224.962	30
2/2/2005	215.841	29.71428571
2/2/2005	215.29	29.85714286
2/2/2005	217.278	29.42857143
2/2/2005	221.19	29.28571429
2/2/2005	232.443	29
2/2/2005	261.265	27.57142857
2/2/2005	305.389	27.57142857
2/2/2005	302.268	28.57142857
2/2/2005	271.725	31.14285714
2/2/2005	251.066	33.85714286
2/2/2005	233.95	35.71428571
2/2/2005	221.923	37.85714286
2/2/2005	213.58	39.28571429
2/2/2005	206.013	39.42857143
2/2/2005	204.22	40.71428571
2/2/2005	208.579	40.85714286
2/2/2005	221.218	40.42857143
2/2/2005	243.788	39.85714286
2/2/2005	270.138	39
2/2/2005	270.252	39.14285714
2/2/2005	260.021	38.57142857
2/2/2005	248.685	38.28571429
2/2/2005	221.877	37.85714286
2/2/2005	193.942	37.57142857
2/3/2005	178.466	37
2/3/2005	173.384	36.57142857
2/3/2005	175.046	35.85714286
2/3/2005	180.018	35.57142857
2/3/2005	190.868	35
2/3/2005	216.043	34.14285714
2/3/2005	254.509	34.14285714
2/3/2005	259.957	33.28571429
2/3/2005	250.221	33.57142857
2/3/2005	249.849	33.85714286
2/3/2005	249.502	34.28571429
2/3/2005	246.117	35.14285714
2/3/2005	238.403	35.28571429
2/3/2005	230.235	36.57142857
2/3/2005	221.601	37.28571429
2/3/2005	223.563	38.42857143
2/3/2005	233.058	38.42857143
2/3/2005	253.401	37.57142857
2/3/2005	278.729	36.85714286
2/3/2005	280.401	35.71428571
2/3/2005	273.274	34.85714286
2/3/2005	256.955	34
2/3/2005	232.654	33.57142857
2/3/2005	208.131	32.85714286
2/4/2005	194.909	32.14285714
2/4/2005	190.529	32.71428571
2/4/2005	190.092	32
2/4/2005	191.818	33.28571429
2/4/2005	199.136	34.14285714
2/4/2005	222.462	33
2/4/2005	262.473	32.71428571
2/4/2005	266.1	32.71428571
2/4/2005	241.555	36.14285714
2/4/2005	214.776	40.71428571
2/4/2005	192.876	44.71428571
2/4/2005	175.404	46.85714286
2/4/2005	163.329	48.71428571
2/4/2005	153.364	50.71428571
2/4/2005	147.223	51.85714286
2/4/2005	146.663	52.85714286
2/4/2005	155.112	52
2/4/2005	175.998	48.57142857
2/4/2005	211.063	45.28571429
2/4/2005	219.799	43
2/4/2005	222.776	41.57142857
2/4/2005	221.177	40
2/4/2005	211.047	39.42857143
2/4/2005	195.373	38.14285714
2/5/2005	184.195	37.57142857
2/5/2005	181.416	36.57142857
2/5/2005	183.274	36
2/5/2005	186.901	35.42857143
2/5/2005	193.045	35
2/5/2005	201.515	34
2/5/2005	215.766	34.14285714
2/5/2005	233.381	34.57142857
2/5/2005	241.44	40.85714286
2/5/2005	225.826	46.28571429
2/5/2005	205.977	51.42857143
2/5/2005	187.893	54.42857143
2/5/2005	170.995	57.14285714
